City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,juneau,58.3019,-134.4197,9.91,97,100,0.0,US,1720093107
284,petropavlovsk-kamchatsky,53.0452,158.6483,8.33,100,100,2.0,RU,1720093108
285,cidreira,-30.1811,-50.2056,12.83,92,100,1.24,BR,1720093109
286,skovorodino,53.9833,123.9167,21.57,69,78,2.7,RU,1720093110
287,champerico,14.3,-91.9167,24.23,82,17,3.09,GT,1720093111
288,woodward,36.4337,-99.3904,20.51,83,0,1.54,US,1720093113
289,kurchum,48.5722,83.6542,17.69,78,100,7.12,KZ,1720093114
290,badr hunayn,23.7829,38.7905,39.89,11,1,8.03,SA,1720092932
291,andergrove,-21.0833,149.1833,19.16,81,57,9.38,AU,1720093116
292,villa dolores,-31.9459,-65.1896,8.1,57,73,0.92,AR,1720093118
293,griffith,41.5284,-87.4237,21.15,87,99,1.23,US,1720093119
294,san patricio,28.017,-97.5169,26.74,88,6,2.62,US,1720093120
295,as sulayyil,20.4607,45.5779,43.14,7,0,7.15,SA,1720093121
296,el aouinet,35.8669,7.8867,29.12,23,0,6.72,DZ,1720093122
297,marivan,35.5219,46.176,34.87,10,0,3.95,IR,1720093124
298,abra pampa,-22.7205,-65.697,4.68,11,0,0.41,AR,1720093125
299,suva,-18.1416,178.4415,23.71,100,40,1.03,FJ,1720093034
300,mareeba,-17.0,145.4333,20.21,87,50,0.92,AU,1720093127
301,khategaon,22.6,76.9167,27.81,83,99,2.39,IN,1720093129
302,hasaki,35.7333,140.8333,26.22,88,3,3.61,JP,1720093130
303,fernie,49.5,-115.0687,12.11,93,17,1.69,CA,1720093131
304,cururupu,-1.8283,-44.8683,27.41,82,99,1.97,BR,1720093132
305,tommot,58.9564,126.2925,18.16,76,61,1.83,RU,1720093133
306,brookings,44.3114,-96.7984,18.17,97,100,0.0,US,1720093135
307,ancud,-41.8697,-73.8203,3.34,73,52,2.1,CL,1720093136
308,remire-montjoly,4.9167,-52.2667,26.02,94,40,1.54,GF,1720093137
309,kousseri,12.0769,15.0306,26.98,74,20,4.63,CM,1720093140
310,lagawe,16.8,121.1192,23.45,95,100,0.8,PH,1720093141
311,ongjin,37.9347,125.3619,22.91,97,98,7.52,KP,1720093143
312,usinsk,65.9939,57.5281,23.18,54,16,13.28,RU,1720093144
313,dunda,-8.1167,34.25,31.08,26,26,1.54,TZ,1720093145
314,khorixas,-20.3667,14.9667,29.49,7,0,2.75,NA,1720093146
315,diveyevo,55.0433,43.2418,29.88,52,80,1.07,RU,1720093148
316,kristiansund,63.1115,7.732,20.36,40,0,4.12,NO,1720093150
317,majuro,7.0897,171.3803,28.18,73,98,3.34,MH,1720093151
318,san fernando,15.0286,120.6898,25.85,89,100,3.11,PH,1720093152
319,sinop,41.7711,34.8709,24.24,66,10,3.98,TR,1720093065
320,mejit,10.2753,170.8646,27.6,80,100,5.94,MH,1720093155
321,klaksvik,62.2266,-6.589,12.51,82,97,3.69,FO,1720093156
322,chibougamau,49.9168,-74.3659,16.79,94,100,4.12,CA,1720093157
323,tandalti,13.0167,31.8667,36.61,28,20,2.78,SD,1720093159
324,tralee,52.2704,-9.7026,15.14,72,75,7.72,IE,1720093160
325,tavda,58.0425,65.2726,29.12,64,46,0.93,RU,1720093161
326,gagliano del capo,39.8442,18.3695,25.68,61,40,3.6,IT,1720092953
327,auki,-8.7676,160.7034,25.15,82,99,2.94,SB,1720093164
328,parabel',58.6978,81.4825,14.48,85,100,3.68,RU,1720093165
329,pyinmana,19.7333,96.2167,26.11,92,92,2.87,MM,1720093166
330,peterhead,57.5058,-1.7981,14.22,73,97,9.98,GB,1720092876
331,cockburn town,21.4612,-71.1419,28.23,80,74,6.94,TC,1720093169
332,surgana,20.5667,73.6167,26.35,81,88,6.82,IN,1720093170
333,novyy urengoy,66.0833,76.6333,26.59,38,37,3.12,RU,1720093171
334,collecchio,44.754,10.2184,23.69,57,20,1.03,IT,1720093172
335,santa ana de yacuma,-13.75,-65.4333,18.97,94,4,0.0,BO,1720093174
336,tosontsengel,48.7567,98.2839,19.79,42,100,3.95,MN,1720093175
337,copala,16.65,-98.9833,24.66,86,80,1.67,MX,1720093176
338,atherton,53.5237,-2.4935,14.9,68,36,4.92,GB,1720093177
339,yasothon,15.75,104.1333,28.41,69,99,4.44,TH,1720093154
340,hithadhoo,-0.6,73.0833,29.11,74,100,3.47,MV,1720093180
341,rikaze,29.25,88.8833,19.91,40,98,1.53,CN,1720093037
342,sorochinsk,52.4338,53.1583,32.61,39,17,2.67,RU,1720093182
343,charters towers,-20.1,146.2667,19.17,75,100,3.72,AU,1720092641
344,kamloops,50.6665,-120.3192,14.04,69,20,2.06,CA,1720093186
345,aegina,37.7467,23.4275,28.92,71,42,6.21,GR,1720093188
346,namibe,-15.1961,12.1522,24.91,50,27,5.04,AO,1720093039
347,llallagua,-18.4167,-66.6333,4.93,15,3,1.99,BO,1720093197
348,fort-shevchenko,44.5086,50.263,31.35,39,40,0.47,KZ,1720093199
349,port saint john's,-31.6229,29.5448,21.58,32,4,7.57,ZA,1720093200
350,curup,-3.4667,102.5333,21.82,99,85,0.55,ID,1720093184
351,worland,44.0169,-107.9554,8.27,87,75,2.57,US,1720093203
352,eyl,7.9803,49.8164,34.41,42,100,11.44,SO,1720093204
353,taft,31.7471,54.2088,39.97,10,20,2.06,IR,1720093206
354,banda aceh,5.5577,95.3222,27.82,77,96,3.72,ID,1720092650
355,abnub,27.2696,31.1511,42.12,8,0,4.19,EG,1720093208
356,macara,-4.3833,-79.95,18.77,83,39,0.9,EC,1720093209
357,pangody,65.85,74.4859,26.59,42,61,2.97,RU,1720093210
358,alofi,-19.0595,-169.9187,24.68,80,57,6.53,NU,1720092945
359,st martin,50.3698,-4.4473,16.85,68,92,8.03,GB,1720093213
360,khanbari,27.3747,87.2039,24.82,91,100,0.46,NP,1720093214
361,montepuez,-13.1256,38.9997,31.31,28,60,1.16,MZ,1720093215
362,camana,-16.6228,-72.7111,15.46,79,56,1.16,PE,1720093217
363,normal,40.5142,-88.9906,22.16,99,100,2.68,US,1720093218
364,namsos,64.4662,11.4957,17.95,63,0,6.69,NO,1720093219
365,itoman,26.1247,127.6694,29.9,77,75,3.09,JP,1720093220
366,bengkulu,-3.8004,102.2655,27.05,87,68,1.61,ID,1720093222
367,tabas,33.5959,56.9244,46.05,8,60,2.43,IR,1720093223
368,ringkobing,56.0901,8.244,11.99,82,75,9.26,DK,1720093224
369,kapuskasing,49.4169,-82.4331,16.0,77,40,3.6,CA,1720093225
370,kailua-kona,19.6406,-155.9956,23.09,88,40,4.12,US,1720093226
371,geraldton,-28.7667,114.6,11.23,76,0,4.12,AU,1720093198
372,ballina,-28.8667,153.5667,12.66,61,89,7.5,AU,1720092863
373,mancio lima,-7.6142,-72.8958,22.04,83,5,0.39,BR,1720093231
374,tra mhor,52.1624,-7.1524,16.7,64,40,4.63,IE,1720093233
375,bac lieu,9.285,105.7244,28.08,76,94,2.89,VN,1720093234
376,vanino,49.0869,140.2543,19.18,95,100,0.66,RU,1720093235
377,nar'yan-mar,67.6713,53.087,15.3,84,71,11.03,RU,1720092954
378,okha,53.5739,142.9478,11.18,86,13,1.96,RU,1720092947
379,bukama,-9.2,25.85,35.65,15,53,1.54,CD,1720093241
380,bontang,0.1333,117.5,26.65,80,57,1.77,ID,1720093242
381,rotorua,-38.1387,176.2452,4.76,96,19,1.33,NZ,1720093243
382,flying fish cove,-10.4217,105.6791,25.82,88,100,7.72,CX,1720093244
383,la peca,-5.6111,-78.435,18.88,87,41,0.63,PE,1720093246
384,san pedro pochutla,15.7333,-96.4667,24.28,90,37,1.9,MX,1720093247
385,siracusa,37.0881,15.2792,27.68,62,10,3.82,IT,1720093248
386,rzhev,56.2624,34.3282,29.44,55,90,4.91,RU,1720093249
387,zhangatas,43.5667,69.75,33.07,17,5,6.13,KZ,1720093251
388,polyarnyy,69.1989,33.4478,10.62,73,99,1.65,RU,1720093147
389,necochea,-38.5473,-58.7368,5.92,53,9,8.63,AR,1720093253
390,kashgar,39.4547,75.9797,31.56,23,40,3.0,CN,1720093056
391,anadyr,64.75,177.4833,6.67,100,75,10.0,RU,1720093256
392,saudarkrokur,65.7461,-19.6394,7.34,93,99,5.89,IS,1720093257
393,lanzhou,36.0564,103.7922,18.89,78,88,3.02,CN,1720093258
394,smara,26.7384,-11.6719,31.84,24,0,6.57,EH,1720093260
395,san antonio de pale,-1.4014,5.6325,23.87,81,91,5.51,GQ,1720093261
396,margate,51.3813,1.3862,18.75,44,2,6.54,GB,1720093263
397,swinoujscie,53.9105,14.2471,17.3,72,100,5.14,PL,1720093264
398,murzuq,25.9155,13.9184,42.97,6,5,4.51,LY,1720093218
399,caxito,-8.5785,13.6643,32.4,35,39,2.02,AO,1720093266
400,vilhena,-12.7406,-60.1458,19.12,82,0,1.54,BR,1720093090
401,tacuarembo,-31.7333,-55.9833,7.07,68,100,2.9,UY,1720093025
402,buala,-8.145,159.5921,27.07,79,98,4.65,SB,1720093270
403,santarem,-2.4431,-54.7083,27.07,83,75,5.14,BR,1720093115
404,ebon,4.582,168.6964,26.55,77,100,3.04,MH,1720093272
405,erzincan,39.75,39.5,32.61,22,40,2.57,TR,1720093272
406,antofagasta,-23.65,-70.4,13.6,66,10,1.32,CL,1720093217
407,bikenibeu village,1.3673,173.1241,27.98,89,20,4.12,KI,1720093276
408,mudgee,-32.5943,149.5871,8.68,81,11,3.84,AU,1720093279
409,sitka,57.0531,-135.33,12.94,76,100,4.12,US,1720093280
410,kudahuvadhoo,2.6708,72.8944,28.59,70,100,1.59,MV,1720093281
411,baiti,13.745,-14.7482,31.98,53,100,6.53,SN,1720093282
412,vila velha,-20.3297,-40.2925,20.97,83,20,1.03,BR,1720093283
413,magangue,9.242,-74.7547,24.25,96,100,1.07,CO,1720093009
414,dalandzadgad,43.5708,104.425,22.06,41,100,2.74,MN,1720093286
415,maumere,-8.6199,122.2111,25.12,80,76,4.35,ID,1720093287
416,richards bay,-28.783,32.0377,22.67,44,1,7.71,ZA,1720093288
417,irkutsk,52.2978,104.2964,27.43,54,20,5.0,RU,1720093166
418,aoulef,26.9667,1.0833,44.76,5,0,2.16,DZ,1720093291
419,maryville,35.7565,-83.9705,23.91,88,100,1.54,US,1720093292
420,turan,16.0678,108.2208,28.99,74,40,3.09,VN,1720093059
421,plettenberg bay,-34.0527,23.3716,16.51,54,37,6.33,ZA,1720093294
422,huarmey,-10.0681,-78.1522,17.67,88,88,2.32,PE,1720093296
423,alghero,40.5589,8.3181,25.05,50,0,5.14,IT,1720093297
424,puerto lempira,15.2667,-83.7667,26.42,82,86,3.36,HN,1720093298
425,qui nhon,13.7667,109.2333,26.97,87,90,3.94,VN,1720093299
426,banjarmasin,-3.3244,114.591,26.08,95,54,0.83,ID,1720093098
427,shishgarh,28.7167,79.3167,33.35,60,99,3.45,IN,1720093302
428,uacu cungo,-11.3634,15.1208,29.49,13,18,2.44,AO,1720093303
429,yanykurgan,43.915,67.2481,35.94,17,2,7.33,KZ,1720093229
430,nouadhibou,20.931,-17.0347,22.99,73,1,7.72,MR,1720093306
431,isabela,6.7085,121.9711,26.29,86,76,1.33,PH,1720093307
432,tchamba,9.0333,1.4167,24.54,81,100,2.45,TG,1720093079
433,zonguldak,41.25,31.8333,25.47,43,53,5.17,TR,1720093050
434,port macquarie,-31.4333,152.9167,11.71,95,81,1.79,AU,1720093081
435,lumphat,13.4878,106.9816,23.98,94,100,0.72,KH,1720093148
436,freetown,8.484,-13.2299,26.84,83,75,4.12,SL,1720093246
437,nagqu,31.5,92.0,15.32,46,98,4.43,CN,1720093068
438,kuqa,41.7278,82.9364,31.54,17,98,2.78,CN,1720093315
439,tura,25.5198,90.2201,25.02,94,100,3.09,IN,1720093316
440,karlivka,49.4567,35.1295,29.46,30,90,4.31,UA,1720093114
441,firminopolis,-16.5819,-50.305,22.25,45,0,1.94,BR,1720093319
442,vadso,70.0744,29.7487,12.09,71,100,2.06,NO,1720093320
443,la ronge,55.1001,-105.2842,12.14,87,40,1.03,CA,1720093322
444,hovd,48.0056,91.6419,23.2,23,53,1.12,MN,1720093268
445,carbonear,47.7332,-53.2148,13.12,94,100,1.83,CA,1720093325
446,colonia,50.9333,6.95,18.76,75,75,1.54,DE,1720093327
447,boguchany,58.3814,97.4531,25.48,70,100,1.29,RU,1720093328
448,manacapuru,-3.2997,-60.6206,26.73,77,66,1.05,BR,1720093330
449,uliastay,47.7417,96.8444,19.35,45,86,2.83,MN,1720093332
450,bouza,14.4229,6.0428,34.11,39,8,4.07,NE,1720093333
451,enterprise,36.0252,-115.2419,30.98,17,0,2.06,US,1720093335
452,ola,59.5833,151.2833,9.99,93,27,1.75,RU,1720093336
453,balykshi,47.0667,51.8667,37.0,22,0,7.0,KZ,1720093164
454,jinxiang,27.4327,120.6062,26.61,93,2,5.12,CN,1720093071
455,amahai,-3.3333,128.9167,24.62,95,100,2.89,ID,1720093347
456,linda,39.1277,-121.5508,23.07,61,0,0.45,US,1720093349
457,sao tome,0.3365,6.7273,26.14,74,63,5.02,ST,1720093350
458,heroica guaymas,27.9333,-110.9,26.6,77,94,5.23,MX,1720093351
459,moyynkum,44.2914,72.9469,30.42,28,56,8.95,KZ,1720093353
460,xining,36.6167,101.7667,14.07,88,94,0.61,CN,1720093354
461,changping,40.2186,116.2197,27.8,61,34,1.78,CN,1720093355
462,taoudenni,22.6783,-3.9836,42.85,19,10,6.03,ML,1720093356
463,acarau,-2.8856,-40.12,27.24,66,83,7.42,BR,1720093358
464,misliyah,17.4599,42.5572,41.1,23,6,12.59,SA,1720093359
465,shijiang,27.0819,110.7933,27.27,80,99,0.9,CN,1720093362
466,taunggyi,20.7833,97.0333,20.34,90,100,1.27,MM,1720093145
467,slawkow,50.2994,19.3897,18.0,80,69,4.58,PL,1720093365
468,kerikeri,-35.2268,173.9474,6.06,91,8,1.34,NZ,1720093366
469,tidjikja,18.5564,-11.4271,36.26,16,84,4.24,MR,1720093367
470,kelso,46.1468,-122.9084,12.3,94,75,1.54,US,1720093369
471,playa del ingles,27.7567,-15.5787,24.86,63,2,1.67,ES,1720093370
472,selfoss,63.9331,-20.9971,11.6,74,98,4.06,IS,1720093373
473,gizo,-8.103,156.8419,27.76,82,100,7.48,SB,1720093374
474,uusikaupunki,60.8004,21.4084,17.22,66,90,6.24,FI,1720093375
475,shahrud,36.4182,54.9763,33.66,23,10,7.44,IR,1720093376
476,portland,45.5234,-122.6762,13.52,89,0,0.45,US,1720093265
477,heyuan,23.7333,114.6833,29.02,75,10,1.96,CN,1720093381
478,karratha,-20.7377,116.8463,19.15,26,1,5.74,AU,1720093382
479,ambalangoda,6.2355,80.0538,28.28,77,74,3.42,LK,1720093383
480,northam,51.0333,-4.2167,16.25,64,99,8.4,GB,1720093384
481,port douglas,-16.4833,145.4667,22.39,86,87,7.1,AU,1720093386
482,essau,13.4839,-16.5347,31.09,77,89,8.01,GM,1720093387
483,bamboo flat,11.7,92.7167,27.05,83,75,2.57,IN,1720093388
484,fort mcmurray,56.7268,-111.381,12.73,87,0,2.57,CA,1720093389
485,porto velho,-8.7619,-63.9039,23.03,88,0,0.0,BR,1720093269
486,jatai,-17.8814,-51.7144,21.79,36,0,2.11,BR,1720093393
487,ylitornio,66.3089,23.6773,19.82,49,47,4.57,FI,1720093394
488,kota belud,6.351,116.4305,26.69,82,65,0.7,MY,1720093396
489,saint-louis du nord,19.9333,-72.7167,27.67,77,100,5.83,HT,1720093397
490,islamkot,24.6997,70.177,36.41,45,97,7.24,PK,1720093398
491,goundam,16.4145,-3.6708,34.39,41,22,5.3,ML,1720093399
492,cadale,2.7603,46.3222,27.08,68,93,8.78,SO,1720093401
493,chibuto,-24.6867,33.5306,33.45,13,0,4.94,MZ,1720093364
494,tsiroanomandidy,-18.7667,46.0333,25.68,29,2,1.54,MG,1720093403
495,warman,52.3168,-106.5679,12.83,100,75,2.57,CA,1720093404
496,lyasny,54.0072,27.6963,18.65,71,98,1.5,BY,1720093406
497,port blair,11.6667,92.75,27.02,83,75,2.57,IN,1720093407
498,lethbridge,49.7,-112.8186,12.17,94,75,2.57,CA,1720093408
499,chontalpa,17.7,-93.5167,23.47,98,25,1.78,MX,1720093409
500,yulinshi,38.2906,109.7494,32.37,22,86,3.23,CN,1720093413
501,zintan,31.9223,12.252,30.33,27,0,6.19,LY,1720093414
502,sao miguel do araguaia,-13.275,-50.1628,26.42,39,0,2.53,BR,1720093190
503,linqiong,30.4159,103.4609,26.9,86,100,1.26,CN,1720093416
504,porto novo,6.4965,2.6036,28.9,72,96,4.25,BJ,1720093418
505,luganville,-15.5333,167.1667,23.85,78,7,3.1,VU,1720093419
506,calabozo,8.9242,-67.4293,24.71,91,93,0.16,VE,1720093159
507,moirang,24.5,93.7667,28.03,95,100,0.78,IN,1720093422
508,solok,-0.7918,100.6593,28.53,98,75,0.63,ID,1720093188
509,tazovsky,67.4667,78.7,18.86,64,97,1.94,RU,1720093425
510,estherville,43.4016,-94.8328,19.46,94,100,2.57,US,1720093426
511,fuyu,45.1833,124.8167,19.97,87,100,0.69,CN,1720093427
512,kaohsiung,22.6163,120.3133,31.13,83,75,3.09,TW,1720093376
513,kourou,5.1552,-52.6478,26.03,81,35,2.49,GF,1720093430
514,san mariano,7.5,126.0,23.47,95,94,1.22,PH,1720093431
515,maracaibo,10.6317,-71.6406,27.06,81,100,1.15,VE,1720093174
516,dzhetygara,52.1908,61.2006,28.02,48,13,3.97,KZ,1720093434
517,costa rica,-23.4167,-54.65,21.45,40,0,3.64,BR,1720093164
518,maceio,-9.6658,-35.7353,25.69,88,20,2.06,BR,1720092782
519,spassk,52.747,87.7545,22.77,59,47,1.52,RU,1720093288
520,hurghada,27.2574,33.8129,39.02,22,0,3.6,EG,1720093438
521,novyy urgal,51.0736,132.5642,24.34,51,28,0.69,RU,1720093440
522,mumford,5.2618,-0.759,26.36,78,91,5.5,GH,1720093415
523,turpan,42.9333,89.1667,36.75,17,91,8.75,CN,1720093442
524,kratie,12.4881,106.0188,24.24,96,100,1.08,KH,1720093443
525,bantogon,6.5333,124.0333,26.77,80,100,0.94,PH,1720093444
526,katsuura,35.1333,140.3,24.46,93,4,1.85,JP,1720093446
527,tabuk,17.4189,121.4443,25.33,91,100,2.19,PH,1720093447
528,lokhvytsya,50.3678,33.2602,28.87,32,100,6.47,UA,1720093448
529,shingu,33.7333,135.9833,26.67,85,16,2.32,JP,1720093278
530,ico,-6.4011,-38.8622,27.88,48,8,4.21,BR,1720093451
531,copiapo,-27.3667,-70.3333,8.02,90,25,0.42,CL,1720093452
532,antsiranana,-12.2787,49.2917,29.42,48,20,8.23,MG,1720093237
533,zapolyarnyy,69.4154,30.8136,12.6,63,87,3.85,RU,1720093455
534,kapa'a,22.0752,-159.319,23.46,89,75,8.23,US,1720093456
535,ebaye,8.7748,167.7392,27.56,81,100,9.23,MH,1720093457
536,weno,7.4515,151.8468,25.97,94,100,1.54,FM,1720093459
537,roswell,34.0232,-84.3616,23.42,93,20,0.0,US,1720093462
538,changchun,43.88,125.3228,21.98,89,100,1.77,CN,1720093005
539,hilo,19.7297,-155.09,21.32,95,100,2.57,US,1720093470
540,bluewater,34.1745,-114.2713,35.76,50,0,2.55,US,1720093471
541,balabac,7.9868,117.0645,28.23,74,25,2.44,PH,1720093473
542,careiro da varzea,-3.2003,-59.8119,26.34,69,42,1.23,BR,1720093474
543,yaren,-0.5472,166.916,26.78,78,100,3.01,NR,1720093475
544,tarko-sale,64.9225,77.785,26.31,42,28,3.25,RU,1720093476
545,lincheng,19.9078,109.6858,28.18,77,86,5.0,CN,1720093478
546,chuzhou,32.3219,118.2978,27.46,88,74,0.85,CN,1720093479
547,kawambwa,-9.7915,29.0791,30.02,20,57,1.3,ZM,1720093480
548,jiazi,22.8779,116.067,28.67,84,3,2.41,CN,1720093481
549,santa terezinha,-29.9002,-50.0904,13.04,91,100,2.5,BR,1720093483
550,beni,0.5,29.4667,33.63,22,18,2.15,CD,1720093484
551,defuniak springs,30.721,-86.1152,25.2,94,0,0.0,US,1720093485
552,nacala,-14.5428,40.6728,28.94,48,63,4.51,MZ,1720093486
553,zhuanghe,39.7008,122.9911,18.98,94,100,3.85,CN,1720093489
554,sangju,36.4153,128.1606,27.77,89,9,1.19,KR,1720093489
555,saldanha,-33.0117,17.9442,15.57,64,1,6.56,ZA,1720093494
556,atbasar,51.8,68.3333,22.58,55,99,5.57,KZ,1720093497
557,gaspe,48.8334,-64.4819,21.12,52,75,3.09,CA,1720093498
558,puerto baquerizo moreno,-0.9,-89.6,21.17,86,98,3.32,EC,1720093499
559,celestun,20.8667,-90.4,25.16,91,3,3.61,MX,1720093501
560,grand falls-windsor,48.9332,-55.6649,18.06,79,100,2.44,CA,1720093502
561,zaltan,32.947,11.8665,27.62,51,0,6.41,LY,1720093232
562,lauro de freitas,-12.8944,-38.3272,27.01,65,40,4.63,BR,1720093505
563,nianzishan,47.5167,122.8833,22.22,70,100,3.03,CN,1720093278
564,prince rupert,54.3161,-130.3201,10.94,95,100,3.09,CA,1720093507
565,uruacu,-14.5247,-49.1408,24.19,43,0,2.05,BR,1720093510
566,shakawe,-18.3667,21.85,29.81,13,4,2.8,BW,1720093511
567,karaidel',55.8337,56.9069,29.5,54,13,2.7,RU,1720093514
568,kimbe,-5.5502,150.1429,24.8,89,100,2.97,PG,1720093515
